,genres,original_language,vote_average,vote_count,popularity,budget,revenue,runtime,budget_to_rating,budget_to_pop,budget_to_vote_count,vote_count_to_popularity,vote_average_squared,log_budget,release_day_of_week,release_quarter,year,month
3669,"['Drama', 'Romance']",English,6.8,2861.0,22.251,10500000.0,76347426.0,98.0,1346153.8461538462,471888.903869489,3668.763102725367,123.04847103350393,46.239999999999995,16.166885910365842,4,1,1999,3
3670,"['Thriller', 'Science Fiction', 'Drama', 'Horror']",English,7.0,7212.0,22.247,15000000.0,110216998.0,104.0,1875000.0,674248.2132422349,2079.5785387494802,310.23357852626145,49.0,16.52356082573315,3,1,2016,3
3674,['Comedy'],English,6.7,3722.0,22.241,26000000.0,90574188.0,95.0,3376623.3766233767,1169012.1847039252,6983.615363953801,160.1480142850996,44.89,17.073607134447293,0,2,2004,6
3677,"['Comedy', 'Romance', 'Science Fiction']",English,6.5,1215.0,22.236,7500000.0,38934048.0,94.0,1000000.0,337290.87965461414,6167.763157894737,52.28955069719401,42.25,15.830413711839864,3,3,1985,8
3679,"['Drama', 'Crime']",English,7.5,657.0,22.224,3500000.0,27900000.0,97.0,411764.70588235295,157487.40100791937,5319.148936170212,28.289700310024113,56.25,15.068273812173887,2,2,1993,5
3680,"['Crime', 'Drama', 'Thriller']",English,7.5,3930.0,22.217,35000000.0,124909762.0,127.0,4117647.0588235296,1575370.21199982,8903.586873569066,169.27251582891847,56.25,17.370858648025116,3,1,1997,2
3682,"['Drama', 'Horror']",English,6.0,4113.0,22.209,30000000.0,82394288.0,100.0,4285714.285714285,1350803.7282182898,7292.173067574137,177.21573527510878,36.0,17.216707972959764,2,4,2013,10
3683,"['Comedy', 'Romance']",English,6.0,2068.0,22.209,85000000.0,187134117.0,115.0,12142857.142857144,3827277.2299518213,41082.64862252296,89.10336507389376,36.0,18.258161826219297,3,3,2007,7
3684,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",English,6.4,5589.0,22.205,70000000.0,217124280.0,92.0,9459459.45945946,3152443.143436163,12522.361359570661,240.85326438267617,40.96000000000001,18.064005814299346,2,4,2014,10
3688,"['Drama', 'Action', 'Crime']",Portuguese,7.8,1639.0,22.193,0.0,63027681.0,115.0,0.0,0.0,0.0,70.66787392747811,60.839999999999996,0.0,4,4,2010,10
3689,"['Crime', 'Mystery', 'Thriller', 'Action']",English,6.3,1646.0,22.191,60000000.0,105178561.0,104.0,8219178.082191781,2703798.8373665,36429.87249544627,70.9758095813031,39.69,17.909855136853043,4,2,2001,4
3691,['Horror'],Italian,7.5,2569.0,22.186,0.0,2884265.0,99.0,0.0,0.0,0.0,110.79962046062279,56.25,0.0,1,1,1977,2
3694,"['Family', 'Animation', 'Adventure', 'Comedy', 'Crime']",Japanese,7.5,872.0,22.178,7202188.0,8194857.0,102.0,847316.2352941176,324744.7019568942,8249.928980526918,37.621882819915434,56.25,15.789895565556982,5,4,1979,12
3695,"['Family', 'Comedy']",English,5.8,1847.0,22.178,0.0,147214049.0,87.0,0.0,0.0,0.0,79.68763482612822,33.64,0.0,4,2,1992,4
3696,"['Drama', 'Romance']",English,6.8,1774.0,22.175,30000000.0,159291809.0,107.0,3846153.846153846,1352874.8590755356,16901.408450704224,76.5480043149946,46.239999999999995,17.216707972959764,2,3,2010,8
3698,"['Thriller', 'Horror']",English,4.4,1105.0,22.168,20500000.0,87987055.0,99.0,3796296.296296296,924756.4056297366,18535.262206148283,47.69509668508287,19.360000000000003,16.835935492889124,4,3,1983,7
3699,"['Action', 'Adventure', 'Science Fiction']",English,4.2,484.0,22.166,20000000.0,349757.0,88.0,3846153.846153846,902282.7754218172,41237.113402061856,20.892687559354226,17.64,16.811242881518265,4,1,2021,3
3701,"['Action', 'Thriller', 'Science Fiction']",English,6.8,4247.0,22.152,75000000.0,180557550.0,126.0,9615384.615384616,3385698.808234019,17655.367231638418,183.43987560469938,46.239999999999995,18.132998684833918,2,4,2006,11
3702,"['Crime', 'Action', 'Comedy']",English,6.2,2970.0,22.151,45000000.0,160078586.0,101.0,6250000.0,2031510.992731705,15146.415348367553,128.28819489438902,38.440000000000005,17.622173069956816,3,3,2011,9
3703,"['Action', 'Animation', 'Comedy']",Japanese,7.2,175.0,22.148,0.0,10494545.0,92.0,0.0,0.0,0.0,7.56004838430966,51.84,0.0,5,1,2005,3
3708,"['Drama', 'Comedy', 'Crime']",English,6.5,2701.0,22.131,20000000.0,157600000.0,110.0,2666666.6666666665,903709.7284352266,7401.924500370096,116.76970299597942,42.25,16.811242881518265,3,3,2019,9
3710,['Drama'],English,7.3,1708.0,22.122,0.0,10060903.0,134.0,0.0,0.0,0.0,73.86904247037454,53.29,0.0,3,3,2017,9
3714,['Horror'],English,5.6,740.0,22.113,0.0,4296804.0,88.0,0.0,0.0,0.0,32.0166140267382,31.359999999999996,0.0,3,3,2020,7
3715,"['Comedy', 'Family', 'Fantasy']",English,5.5,1819.0,22.108,48000000.0,112462508.0,101.0,7384615.384615385,2171159.7611724264,26373.626373626375,78.71732733252553,30.25,17.6867115897055,3,1,2010,1
3719,"['Horror', 'Science Fiction']",English,4.8,1161.0,22.089,11000000.0,16951798.0,91.0,1896551.7241379311,497985.42260853824,9466.437177280552,50.28368487158387,23.04,16.213405921671733,4,4,2001,11
3720,"['Fantasy', 'Comedy', 'Adventure']",English,6.9,2221.0,22.086,10000000.0,31429330.0,130.0,1265822.7848101265,452775.5139002083,4500.450045004501,96.20549250628086,47.61000000000001,16.118095750958314,4,4,1999,11
3722,"['Drama', 'Horror', 'Mystery', 'Thriller']",English,6.2,960.0,22.079,4500000.0,3606395.0,104.0,625000.0,203813.57851351963,4682.622268470343,41.59625633692968,38.440000000000005,15.319588176962746,5,4,2009,11
3724,"['Adventure', 'Drama', 'Romance', 'Action']",English,6.9,2731.0,22.07,65000000.0,117487473.0,132.0,8227848.101265823,2945174.444947893,23792.093704245974,118.37884698742955,47.61000000000001,17.989897843244528,4,2,2001,5
3727,['Drama'],English,7.6,3349.0,22.065,40000000.0,48350205.0,127.0,4651162.790697674,1812825.7421255382,11940.298507462687,145.19835248211575,57.76,17.50439003707821,1,4,1999,12
3730,"['Crime', 'Mystery', 'Thriller']",English,5.1,671.0,22.055,70000000.0,38629478.0,114.0,11475409.836065574,3173883.4731353433,104166.66666666667,29.10431576664498,26.009999999999998,18.064005814299346,2,1,2006,3
3731,"['Comedy', 'Drama', 'Romance']",English,7.1,3295.0,22.047,30000000.0,238539198.0,121.0,3703703.703703704,1360729.3509320996,9101.941747572815,142.96871610187875,50.41,17.216707972959764,2,3,2018,8
3732,"['Adventure', 'Action', 'Drama', 'Fantasy']",English,5.4,2668.0,22.045,105000000.0,269784201.0,109.0,16406250.0,4762984.803810388,39340.57699512926,115.77348665654154,29.160000000000004,18.46947091764561,4,1,2008,2
3733,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",English,6.6,2324.0,22.043,140000000.0,285444603.0,127.0,18421052.63157895,6351222.610352493,60215.05376344086,100.85492340407066,43.559999999999995,18.757152987716434,4,3,1998,7
3735,"['Family', 'Animation', 'Comedy']",English,6.6,422.0,22.033,30000000.0,46372519.0,92.0,3947368.421052632,1361593.9726773475,70921.98581560283,18.321538661919853,43.559999999999995,17.216707972959764,2,3,2017,7
3736,"['Comedy', 'Fantasy', 'Horror']",English,6.8,2297.0,22.031,55000000.0,149022650.0,104.0,7051282.051282051,2496482.2295855843,23933.855526544823,99.73513959445965,46.239999999999995,17.822843761378564,3,3,1992,7
3741,['Comedy'],English,7.4,2578.0,22.009,10000000.0,12827813.0,90.0,1190476.1904761905,454359.5801717479,3877.4718883288097,112.04311356425747,54.760000000000005,16.118095750958314,4,1,1999,2
3742,"['Comedy', 'Drama', 'Romance']",English,6.5,5251.0,22.008,70000000.0,371600000.0,118.0,9333333.333333334,3180661.5776081425,13328.255902513329,228.2249652294854,42.25,18.064005814299346,4,1,2005,2
3743,"['Drama', 'Action', 'Thriller']",English,6.2,906.0,22.006,5000000.0,854319.0,94.0,694444.4444444444,227210.76070162683,5512.679162072767,39.38103103538207,38.440000000000005,15.424948670398354,3,1,2018,2
3744,"['Thriller', 'Mystery', 'Drama']",English,7.6,3478.0,22.004,1000000.0,75462037.0,102.0,116279.06976744186,45446.28249409198,287.4389192296637,151.19109720048687,57.76,13.815511557963774,4,3,2018,8
3745,"['Romance', 'Drama']",English,7.7,3523.0,22.003,11000000.0,10032765.0,118.0,1264367.8160919542,499931.82747807115,3121.4528944381386,153.15393644307264,59.290000000000006,16.213405921671733,4,4,1993,12
3746,"['Adventure', 'Action', 'Thriller']",English,6.8,1701.0,22.001,13000000.0,185438673.0,125.0,1666666.6666666667,590882.2326257897,7638.07285546416,73.95330637798357,46.239999999999995,16.380459992348886,3,3,1977,7
3748,"['Adventure', 'Fantasy', 'Drama']",English,7.8,6594.0,21.977,70000000.0,123218424.0,125.0,7954545.454545454,3185148.1093870862,10614.10159211524,286.98263480872174,60.839999999999996,18.064005814299346,3,4,2003,12
3750,"['Action', 'Animation', 'Fantasy', 'Drama']",Japanese,7.1,141.0,21.974,0.0,6032296.0,94.0,0.0,0.0,0.0,6.137372682162445,50.41,0.0,5,4,2008,12
3751,"['Drama', 'Romance']",English,7.3,1233.0,21.972,3600000.0,49800000.0,111.0,433734.9397590361,163844.89350081922,2917.3419773095625,53.67403795925474,53.29,15.096444681204078,4,4,1995,10
3752,"['Comedy', 'Drama', 'Romance']",English,7.0,6571.0,21.968,7500000.0,232372681.0,96.0,937500.0,341405.6809905317,1141.2051125989044,286.0936955764542,49.0,15.830413711839864,2,4,2007,12
3754,"['Drama', 'Music', 'Romance']",English,6.6,1528.0,21.964,24000000.0,63543328.0,113.0,3157894.7368421056,1092697.1407758151,15696.533682145193,66.53893049991291,43.559999999999995,16.993564429978885,3,4,2011,10
3756,"['Animation', 'Drama']",Japanese,7.5,1491.0,21.957,22000000.0,61037844.0,91.0,2588235.294117647,1001958.3731839504,14745.308310991957,64.9475105632269,56.25,16.906553056777135,5,3,2011,7
3759,"['Comedy', 'Romance']",English,5.9,775.0,21.949,18000000.0,15345201.0,102.0,2608695.652173913,820082.9194951933,23195.876288659794,33.770534663819774,34.81,16.705882371415992,4,3,2009,7
3761,"['Adventure', 'Drama']",English,6.5,2349.0,21.944,51000000.0,35808437.0,97.0,6800000.0,2324097.703244623,21702.127659574468,102.37970711297072,42.25,17.747336210296442,4,3,2018,8
3762,['Horror'],English,6.3,767.0,21.942,0.0,86432000.0,118.0,0.0,0.0,0.0,33.43213320547468,39.69,0.0,3,3,1979,7
3763,"['Horror', 'Mystery', 'Fantasy']",English,6.4,1180.0,21.94,8000000.0,57000000.0,112.0,1081081.081081081,364630.81130355515,6773.920406435224,51.438535309503045,40.96000000000001,15.894952224644102,3,4,1994,10
3765,"['Mystery', 'Drama', 'Romance']",English,6.1,4844.0,21.93,12000000.0,85512300.0,109.0,1690140.8450704226,547195.6224350205,2476.780185758514,211.25163541212385,37.209999999999994,16.300417291085605,3,2,2015,6
3766,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",English,5.2,1037.0,21.93,40000000.0,58662452.0,89.0,6451612.903225807,1823985.408116735,38535.64547206166,45.224596598342785,27.040000000000003,17.50439003707821,3,3,1992,7
3768,"['Action', 'Thriller']",English,6.4,2717.0,21.926,33000000.0,67200000.0,112.0,4459459.459459459,1505062.4828970174,12141.280353200884,118.5117334031231,40.96000000000001,17.312018149733785,3,3,2017,9
3769,"['Fantasy', 'Romance']",Russian,7.2,321.0,21.924,18000000.0,10495305.0,110.0,2195121.9512195126,821018.0623973728,55900.62111801242,14.002791833885883,51.84,16.705882371415992,3,4,2015,12
3774,"['Comedy', 'Romance']",English,7.1,4493.0,21.9,85000000.0,194168700.0,136.0,10493827.160493828,3881278.5388127854,18914.10769915443,196.20087336244544,50.41,18.258161826219297,4,4,2006,12
3776,"['Horror', 'Thriller', 'Mystery']",English,5.6,1114.0,21.891,0.0,1476843.0,88.0,0.0,0.0,0.0,48.66541435498668,31.359999999999996,0.0,3,3,2017,9
3778,"['Western', 'Crime', 'Action', 'Adventure']",English,6.7,798.0,21.883,13000000.0,44726644.0,107.0,1688311.6883116884,594068.4549650414,16270.337922403003,34.87304986234322,44.89,16.380459992348886,2,1,1988,2
3779,"['Action', 'Thriller']",English,6.7,1846.0,21.866,25000000.0,53918723.0,102.0,3246753.2467532465,1143327.540473795,13535.46291283162,80.73121665354675,44.89,17.034386422832473,3,3,2018,9
3781,"['Action', 'Adventure', 'Thriller']",English,6.5,1523.0,21.858,40000000.0,191185897.0,130.0,5333333.333333333,1829993.5950224174,26246.719160104985,66.62875142182168,42.25,17.50439003707821,0,2,1987,6
3784,"['Action', 'Drama']",English,6.1,784.0,21.836,36000000.0,44350926.0,109.0,5070422.535211268,1648653.5995603593,45859.87261146497,34.33175687510948,37.209999999999994,17.399029524198163,4,2,2003,4
3787,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",English,6.3,2717.0,21.823,18000000.0,222724172.0,93.0,2465753.4246575343,824817.8527241901,6622.516556291391,119.04657582263506,39.69,16.705882371415992,4,2,1989,6
3790,"['Thriller', 'Crime', 'Action']",English,6.5,1378.0,21.81,60000000.0,102367405.0,131.0,8000000.0,2751031.636863824,43509.789702683105,60.41209995615958,42.25,17.909855136853043,4,1,1998,3
3793,"['Crime', 'Drama']",English,7.2,2044.0,21.792,8000000.0,60378584.0,110.0,975609.7560975611,367107.19530102785,3911.9804400977996,89.68058968058968,51.84,15.894952224644102,2,4,2003,12
3794,"['Horror', 'Drama', 'Science Fiction']",Korean,7.0,2430.0,21.789,11000000.0,88489643.0,120.0,1375000.0,504841.8926981504,4524.886877828054,106.63039185571986,49.0,16.213405921671733,3,3,2006,7
3795,['Thriller'],English,7.3,3529.0,21.788,10000000.0,91354215.0,113.0,1204819.2771084337,458968.23939783365,2832.8611898016998,154.86220817974373,53.29,16.118095750958314,3,2,2007,4
3796,"['Science Fiction', 'Action', 'Adventure']",English,6.7,1992.0,21.788,17000000.0,33000000.0,96.0,2207792.2077922076,780246.0069763173,8529.854490717511,87.41442864665613,44.89,16.648723960844016,4,3,1982,7
3798,"['Horror', 'Drama', 'Fantasy']",English,7.2,1013.0,21.783,355000.0,700000.0,74.0,43292.68292682927,16297.112427122067,350.09861932938855,44.46297678093315,51.84,12.779875885354993,3,1,1931,2
3799,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']",English,2.9,1859.0,21.78,30000000.0,58228460.0,85.0,7692307.692307692,1377410.4683195592,16129.032258064517,81.60667251975417,8.41,17.216707972959764,3,1,2009,3
3802,"['Comedy', 'Crime']",English,6.8,1911.0,21.769,23000000.0,86930411.0,85.0,2948717.948717949,1056548.3026321835,12029.28870292887,83.92990469498002,46.239999999999995,16.951004817371683,4,2,1991,6
3803,"['Adventure', 'Fantasy', 'Action']",English,6.1,1297.0,21.765,18000000.0,31042035.0,103.0,2535211.267605634,827015.8511371468,13867.48844375963,56.97342411596749,37.209999999999994,16.705882371415992,4,2,1984,6
3805,"['Drama', 'History']",English,7.4,1282.0,21.762,26000000.0,6416063.0,126.0,3095238.095238095,1194743.1302270012,20265.003897116134,56.321940075564534,54.760000000000005,17.073607134447293,4,1,2021,2
3807,"['Science Fiction', 'Action', 'Crime', 'Thriller']",English,5.8,5017.0,21.754,120000000.0,242688965.0,118.0,17647058.82352941,5516226.900799853,23913.90992427262,220.48870528258766,33.64,18.603002309079653,3,1,2014,1
3810,"['Comedy', 'Family']",English,6.5,1815.0,21.748,22000000.0,147880543.0,110.0,2933333.3333333335,1011587.2723928636,12114.537444933922,79.7872340425532,42.25,16.906553056777135,4,3,2007,9
3812,"['Mystery', 'Fantasy', 'Adventure', 'Comedy']",English,6.0,2448.0,21.745,80000000.0,181466833.0,93.0,11428571.42857143,3679006.6681995858,32666.394446712944,107.62805012090568,36.0,18.197537205138154,2,1,2004,3
3814,['Horror'],English,5.6,926.0,21.743,25000000.0,119188334.0,110.0,3787878.787878788,1149795.3364301156,26968.71628910464,40.71582464934266,31.359999999999996,17.034386422832473,1,2,2006,6
3815,"['Action', 'Crime', 'Drama', 'Thriller']",English,6.4,6022.0,21.74,85000000.0,158964610.0,104.0,11486486.486486485,3909843.60625575,14112.568487464718,264.81970096745823,40.96000000000001,18.258161826219297,5,2,2006,6
3818,"['Action', 'Adventure', 'Comedy', 'Thriller']",English,6.4,1647.0,21.737,55000000.0,63408614.0,104.0,7432432.432432432,2530247.9643005016,33373.78640776699,72.43699696529886,40.96000000000001,17.822843761378564,4,4,1989,12
3820,"['Action', 'Animation', 'Fantasy', 'Adventure']",Japanese,7.6,146.0,21.725,0.0,8749681.0,94.0,0.0,0.0,0.0,6.424642464246424,57.76,0.0,5,4,2010,12
3821,"['Comedy', 'Horror']",English,7.4,2432.0,21.725,5000000.0,5224938.0,89.0,595238.0952380953,230149.59723820482,2055.076037813399,107.01870187018702,54.760000000000005,15.424948670398354,4,1,2010,1
3823,"['Comedy', 'Thriller', 'Crime']",Spanish,7.8,692.0,21.722,0.0,7627100.0,114.0,0.0,0.0,0.0,30.455065575213446,60.839999999999996,0.0,3,1,2020,1
3825,"['Crime', 'Drama', 'Thriller']",English,7.4,5170.0,21.721,45000000.0,186003591.0,129.0,5357142.857142857,2071727.8210027162,8702.378650164379,227.54280181330046,54.760000000000005,17.622173069956816,4,1,2006,3
3827,"['Drama', 'Adventure', 'Western']",English,7.3,4796.0,21.701,38000000.0,252276927.0,110.0,4578313.253012048,1751071.379199115,7921.617677715239,211.26822606933615,53.29,17.453096744006448,2,4,2010,12
3828,['Action'],English,7.4,1600.0,21.699,10000000.0,21485066.0,102.0,1190476.1904761905,460850.7304484077,6246.096189881324,70.48768668223269,54.760000000000005,16.118095750958314,4,3,1973,8
3831,"['Thriller', 'Drama', 'Mystery', 'Fantasy']",Spanish,7.5,1602.0,21.695,0.0,17325485.0,129.0,0.0,0.0,0.0,70.58823529411765,56.25,0.0,4,4,2018,11
3832,"['Comedy', 'Romance', 'Drama']",English,6.5,3051.0,21.691,30000000.0,105173115.0,111.0,4000000.0,1383062.099488267,9829.61992136304,134.45859591908686,42.25,17.216707972959764,3,2,2008,4
3833,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",English,5.7,599.0,21.687,500000.0,10166459.0,86.0,74626.86567164179,23055.286577212155,833.3333333333334,26.402785736324766,32.49,13.122365377402328,4,2,1989,4
3834,['Drama'],English,7.6,2772.0,21.683,15000000.0,43101594.0,156.0,1744186.046511628,691786.1919476087,5409.304002884962,122.20605739981484,57.76,16.52356082573315,1,4,1997,10
3835,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",English,6.8,717.0,21.671,40000000.0,38172500.0,86.0,5128205.128205128,1845784.689216003,55710.30640668524,31.62630673547704,46.239999999999995,17.50439003707821,4,2,1998,5
3837,['Horror'],French,7.3,855.0,21.666,0.0,1158473.0,124.0,0.0,0.0,0.0,37.721697696991086,53.29,0.0,2,2,1981,5
3838,['Comedy'],English,6.3,568.0,21.661,6000000.0,38435947.0,105.0,821917.8082191781,276995.5219057292,10544.815465729349,25.06508980186223,39.69,15.607270193858982,4,2,1984,6
3839,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",English,7.7,4073.0,21.659,16000000.0,30861665.0,99.0,1839080.459770115,738722.932730043,3927.3441335297007,179.75197493269783,59.290000000000006,16.588099342704055,4,3,1987,9
3840,"['Action', 'Crime', 'Drama']",cn,6.2,428.0,21.655,0.0,21832649.0,107.0,0.0,0.0,0.0,18.892076804237472,38.440000000000005,0.0,3,4,2018,12
3842,"['Comedy', 'Adventure']",English,5.5,2481.0,21.654,60000000.0,47318560.0,107.0,9230769.23076923,2770850.651149903,24174.053182917003,109.5170830758365,30.25,17.909855136853043,2,1,2015,1
3843,"['Action', 'Adventure', 'Drama']",English,7.1,1328.0,21.648,10000000.0,94973540.0,139.0,1234567.9012345679,461936.43754619366,7524.4544770504135,58.63652419639703,50.41,16.118095750958314,3,3,2006,9
3844,"['Drama', 'Music']",English,7.5,2385.0,21.648,60000000.0,47386287.0,124.0,7058823.529411765,2771618.625277162,25146.68901927913,105.30731190392088,56.25,17.909855136853043,4,3,2000,9
3846,"['Science Fiction', 'Adventure']",English,5.4,1078.0,21.639,80000000.0,136159423.0,130.0,12500000.0,3697028.5133324093,74142.72474513439,47.616944211316756,29.160000000000004,18.197537205138154,4,2,1998,4
3847,"['Drama', 'Action', 'Thriller', 'Science Fiction']",English,7.6,6341.0,21.634,76000000.0,70595464.0,109.0,8837209.302325582,3512988.81390404,11983.601387574898,280.1537509940797,57.76,18.1462439114085,4,3,2006,9
3848,"['Animation', 'Romance']",Japanese,7.1,99.0,21.608,0.0,4736031.0,108.0,0.0,0.0,0.0,4.3789808917197455,50.41,0.0,4,4,2019,10
3849,"['Comedy', 'Romance']",English,5.7,1442.0,21.608,60000000.0,127766650.0,116.0,8955223.880597014,2776749.3520918177,41580.04158004158,63.78273177636235,32.49,17.909855136853043,4,4,2007,10
3850,"['Horror', 'Mystery', 'Thriller']",English,5.3,1299.0,21.603,65000000.0,40002112.0,100.0,10317460.317460317,3008841.3646252835,50000.0,57.47024731230367,28.09,17.989897843244528,4,4,1998,11
3851,"['Science Fiction', 'Thriller']",English,7.2,1529.0,21.6,31000000.0,68106245.0,118.0,3780487.804878049,1435185.1851851852,20261.437908496733,67.65486725663716,51.84,17.249497794707484,4,2,2000,4
3852,"['Comedy', 'Horror', 'Science Fiction']",English,6.4,808.0,21.6,2000000.0,13167232.0,86.0,270270.27027027024,92592.59259259258,2472.1878862793574,35.75221238938053,40.96000000000001,14.508658238524095,4,2,1986,4
3853,"['Thriller', 'Science Fiction', 'Mystery']",English,6.8,4207.0,21.596,350000.0,8969065.0,90.0,44871.794871794875,16206.704945360252,83.17490494296578,186.18339529120198,46.239999999999995,12.765691290604371,1,3,1997,9
3855,"['Family', 'Comedy']",English,6.6,985.0,21.589,21000000.0,72526996.0,99.0,2763157.8947368423,972717.5876603826,21298.17444219067,43.60529461242198,43.559999999999995,16.860033043306743,4,1,2011,3
3857,"['Drama', 'Thriller', 'Science Fiction']",English,6.6,5546.0,21.585,60000000.0,137551594.0,106.0,7894736.842105264,2779708.130646282,10816.657652785289,245.56121319459817,43.559999999999995,17.909855136853043,3,3,2011,9
3859,"['Drama', 'Romance']",English,7.7,480.0,21.572,9000000.0,83304330.0,179.0,1034482.7586206897,417207.4911922863,18711.01871101871,21.26528442317916,59.290000000000006,16.012735246411598,2,4,1971,11
3860,"['Drama', 'Romance']",English,7.8,2974.0,21.569,2700000.0,15992615.0,80.0,306818.18181818177,125179.65598776021,907.563025210084,131.77367185076875,60.839999999999996,14.80876270134486,1,1,2004,2
3861,"['Action', 'History', 'Adventure', 'Drama']",English,5.7,1545.0,21.556,100000000.0,94061311.0,125.0,14925373.134328358,4639079.606606049,64683.05304010349,68.49618726724596,32.49,18.420680753952364,2,3,2016,8
3862,"['Action', 'Drama']",English,6.4,1457.0,21.552,25000000.0,16057580.0,93.0,3378378.378378378,1159985.152190052,17146.776406035664,64.60624334870522,40.96000000000001,17.034386422832473,4,1,1987,2
3863,"['Action', 'Thriller', 'Crime']",Korean,7.7,1124.0,21.55,1255000.0,43059790.0,119.0,144252.8735632184,58236.658932714614,1115.5555555555557,49.84478935698448,59.290000000000006,14.042646927360453,2,3,2010,8
3864,"['Crime', 'Thriller']",English,6.0,571.0,21.542,13200000.0,53830415.0,83.0,1885714.2857142857,612756.4757218456,23076.923076923078,25.330494188625675,36.0,16.395727463314174,2,3,2014,9
3866,"['Drama', 'Thriller', 'Crime']",English,7.1,4122.0,21.536,19000000.0,50020902.0,136.0,2345679.012345679,882243.6849925705,4608.294930875576,182.90734824281148,50.41,16.759949589762293,4,3,2019,8
3867,"['Adventure', 'Drama', 'Romance']",English,6.6,2080.0,21.536,130000000.0,211787511.0,165.0,17105263.157894738,6036404.160475482,62469.9663623258,92.29676961306353,43.559999999999995,18.683045016112164,1,4,2008,11
3870,"['Thriller', 'Horror']",English,6.0,3692.0,21.523,3500000.0,95330493.0,101.0,500000.0,162616.73558518794,947.7389656106146,163.9213248679128,36.0,15.068273812173887,3,2,2018,4
3871,"['Action', 'Crime']",English,6.6,1534.0,21.519,30000000.0,21360215.0,111.0,3947368.421052632,1394116.826990102,19543.97394136808,68.12025400772681,43.559999999999995,17.216707972959764,4,2,2019,6
3873,"['Action', 'Drama', 'Thriller']",English,7.6,6283.0,21.516,55000000.0,218791811.0,134.0,6395348.837209303,2556237.218813906,8752.387014640357,279.0460117249956,57.76,17.822843761378564,3,4,2013,10
3874,['Horror'],Spanish,5.2,1307.0,21.513,6400000.0,11019975.0,80.0,1032258.064516129,297494.53818621294,4892.966360856269,58.05534580020432,27.040000000000003,15.671808704579888,4,1,2012,3
3875,['Drama'],German,7.5,783.0,21.507,0.0,6677474.0,111.0,0.0,0.0,0.0,34.78917670058204,56.25,0.0,3,1,2013,2
3876,"['Adventure', 'Fantasy', 'Horror']",English,7.6,1270.0,21.507,672000.0,10000000.0,104.0,78139.53488372093,31245.640954107963,528.7175452399686,56.426889412182874,57.76,13.418015107599418,2,1,1933,3
3877,"['Action', 'War']",Chinese,6.2,185.0,21.504,12000000.0,80000000.0,90.0,1666666.6666666665,558035.7142857142,64516.12903225807,8.220760753643797,38.440000000000005,16.300417291085605,3,2,2015,4
3879,"['History', 'Drama']",English,7.0,4788.0,21.493,70000000.0,105713218.0,141.0,8750000.0,3256874.3311775927,14616.830235957403,212.86622504779265,49.0,18.064005814299346,2,4,2018,10
3880,"['Action', 'Thriller', 'Adventure', 'Crime']",English,5.9,1336.0,21.485,50000000.0,46117696.0,110.0,7246376.811594202,2327205.026762858,37397.15781600599,59.41738937069157,34.81,17.72753358339242,4,3,2005,9
3882,"['Comedy', 'Drama', 'Romance']",English,6.8,2369.0,21.479,4400000.0,245700832.0,117.0,564102.5641025641,204851.2500581964,1856.5400843881857,105.38725032252324,46.239999999999995,15.29711532616119,2,1,1994,3
3883,"['Animation', 'Comedy', 'Family']",English,5.8,946.0,21.472,51000000.0,116476887.0,90.0,7500000.0,2375186.289120715,53854.27666314678,42.09683161267355,33.64,17.747336210296442,4,3,2006,8
3885,['Drama'],English,7.5,5273.0,21.468,9000000.0,78988148.0,138.0,1058823.5294117648,419228.61934041366,1706.4846416382252,234.68933594445434,56.25,16.012735246411598,4,4,2016,11
3886,"['Action', 'Thriller', 'Science Fiction', 'Crime', 'Horror']",English,6.0,243.0,21.463,7000000.0,9229401.0,91.0,1000000.0,326142.66411964776,28688.524590163935,10.817789253438988,36.0,15.76142084987672,4,1,1990,1
3887,"['Horror', 'Thriller']",English,6.2,1672.0,21.461,5000000.0,17800000.0,88.0,694444.4444444444,232980.7557895718,2988.643156007173,74.44014068830418,38.440000000000005,15.424948670398354,4,4,1988,10
3890,"['Action', 'Adventure', 'Science Fiction']",English,5.6,696.0,21.451,10000000.0,6272403.0,92.0,1515151.5151515151,466178.73292620387,14347.202295552368,31.00084628747049,31.359999999999996,16.118095750958314,4,4,2016,10
3892,"['Comedy', 'Romance']",English,6.9,3855.0,21.439,30000000.0,288752301.0,117.0,3797468.3544303793,1399318.9980875973,7780.0829875518675,171.7990997816302,47.61000000000001,17.216707972959764,2,2,1988,6
3893,"['Action', 'Thriller']",English,5.8,356.0,21.433,0.0,307873.0,97.0,0.0,0.0,0.0,15.869478001159006,33.64,0.0,3,4,2020,10
3894,"['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']",English,7.8,1425.0,21.433,0.0,6629178.0,75.0,0.0,0.0,0.0,63.522489190032545,60.839999999999996,0.0,1,3,2010,7
